Severity,City,County,State,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Junction,Stop,Traffic_Signal,daytime
3,Fairfield,Solano_CA,CA,63.9,63,10,21.9,0,Clear,FALSE,FALSE,FALSE,twilight
2,Nashville,Davidson_TN,TN,53.1,89,6,6.9,0,Overcast,FALSE,FALSE,TRUE,day
3,Gurnee,Lake_IL,IL,39.9,73,10,6.9,0,Mostly Cloudy,FALSE,FALSE,FALSE,twilight
4,Annandale,Fairfax_VA,VA,55.8,87,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Louisville,Jefferson_KY,KY,48,36,10,6.9,0,Mostly Cloudy,FALSE,FALSE,FALSE,twilight
2,Milton,Santa Rosa_FL,FL,54,26,10,10.4,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Buxton,Washington_OR,OR,69.1,65,10,12.7,0,Light Rain,FALSE,FALSE,FALSE,day
3,North Richland Hills,Tarrant_TX,TX,96,41,10,29,0,Fair / Windy,FALSE,FALSE,FALSE,day
3,Titusville,Brevard_FL,FL,80.6,94,7,5.8,0,Light Rain,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,69.1,90,5,12.7,0.22,Light Thunderstorms and Rain,FALSE,FALSE,FALSE,twilight
2,Little Neck,Queens_NY,NY,66,40,10,5.8,0,Overcast,FALSE,FALSE,FALSE,day
2,Jersey City,Hudson_NJ,NJ,68,43,10,5,0,Fair,FALSE,FALSE,TRUE,day
3,Emeryville,Alameda_CA,CA,73.9,29,10,10.4,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Rock Hill,York_SC,SC,88,40,10,0,0,Fair,FALSE,FALSE,FALSE,day
2,Los Angeles,Los Angeles_CA,CA,80.1,27,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
4,Macon,Bibb_GA,GA,73.9,93,7,0,0,Clear,FALSE,FALSE,TRUE,day
3,Houston,Harris_TX,TX,80.6,39,10,6.9,0,Clear,FALSE,FALSE,TRUE,day
2,Hopkins,Richland_SC,SC,76,45,10,9,0,Fair,FALSE,FALSE,FALSE,day
2,Grand Rapids,Kent_MI,MI,82,44,10,11.5,0,Light Rain,FALSE,FALSE,FALSE,day
2,Lynnwood,Snohomish_WA,WA,50,74,10,4.6,0,Scattered Clouds,FALSE,FALSE,TRUE,day
2,Pinellas Park,Pinellas_FL,FL,66,96,5,5.8,0,Overcast,FALSE,FALSE,TRUE,day
2,Zebulon,Wake_NC,NC,71.6,100,5,0,0.1,Light Rain,FALSE,FALSE,FALSE,night
4,Saint Petersburg,Pinellas_FL,FL,85,48,10,5,0,Fair,FALSE,FALSE,TRUE,day
2,Houston,Harris_TX,TX,75.2,27,10,4.6,0,Clear,FALSE,TRUE,FALSE,day
3,Columbus,Muscogee_GA,GA,78.1,62,10,3.5,0,Mostly Cloudy,TRUE,FALSE,FALSE,day
3,Washington,Washington_PA,PA,68,78,10,6.9,0.02,Overcast,TRUE,FALSE,FALSE,day
2,Goshen,Orange_NY,NY,51.1,92,10,3.5,0,Overcast,FALSE,FALSE,FALSE,day
2,Milwaukee,Milwaukee_WI,WI,32,80,5,0,0,Haze,FALSE,FALSE,TRUE,twilight
3,Vinita,Craig_OK,OK,89.6,29,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
3,Hazel Park,Oakland_MI,MI,70,29,10,13,0,Fair,FALSE,FALSE,FALSE,day
2,Florence,Florence_SC,SC,72,66,10,6,0,Fair,FALSE,FALSE,FALSE,day
3,O Fallon,St. Charles_MO,MO,66,90,2,16.1,0.17,Heavy Thunderstorms and Rain,FALSE,FALSE,FALSE,day
2,La Vista,Sarpy_NE,NE,31,55,10,5,0,Cloudy,FALSE,FALSE,FALSE,twilight
2,Vida,Lane_OR,OR,82,34,10,13,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Irvine,Orange_CA,CA,75.2,69,10,10.4,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Piedmont,Anderson_SC,SC,84,66,10,3,0,Fair,TRUE,FALSE,FALSE,day
2,Dallas,Dallas_TX,TX,74,82,10,14,0,Cloudy,FALSE,FALSE,TRUE,day
2,Amherst,Hillsborough_NH,NH,48,100,10,0,0,Fair,FALSE,FALSE,FALSE,day
2,Baldwin Park,Los Angeles_CA,CA,75.2,50,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
3,Oakland,Alameda_CA,CA,75,46,10,13.8,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Dallas,Dallas_TX,TX,73,84,10,5.8,0,Overcast,TRUE,FALSE,FALSE,day
2,San Antonio,Bexar_TX,TX,50,80,10,16.1,0,Overcast,FALSE,FALSE,FALSE,day
4,Chino,San Bernardino_CA,CA,70,46,10,8.1,0,Scattered Clouds,FALSE,FALSE,TRUE,day
3,Columbus,Franklin_OH,OH,60.8,39,10,15,0,Clear,FALSE,FALSE,FALSE,day
4,San Antonio,Bexar_TX,TX,78,81,10,15,0,Cloudy,TRUE,FALSE,FALSE,night
3,Chevy Chase,Montgomery_MD,MD,50,71,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
2,Ceres,Stanislaus_CA,CA,57,59,10,7,0,Partly Cloudy,FALSE,FALSE,FALSE,night
2,Houston,Harris_TX,TX,80.6,74,10,10.4,0,Clear,FALSE,FALSE,FALSE,day
2,Goodyear,Maricopa_AZ,AZ,85.8,12,10,0,0,Clear,FALSE,FALSE,TRUE,day
2,Anderson,Anderson_SC,SC,37.9,57,10,4.6,0,Overcast,FALSE,FALSE,FALSE,day
2,Atlanta,Fulton_GA,GA,66,38,10,0,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Attleboro,Bristol_MA,MA,34,42,10,8.1,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Copperopolis,Calaveras_CA,CA,46.4,81,10,3.5,0,Clear,FALSE,FALSE,FALSE,twilight
3,Fort Lauderdale,Broward_FL,FL,60.1,78,10,4.6,0,Partly Cloudy,FALSE,FALSE,TRUE,night
2,Rochester,Monroe_NY,NY,28,96,9,5.8,0,Light Snow,FALSE,FALSE,FALSE,twilight
3,Hallandale,Broward_FL,FL,73,90,9,14,0.01,Light Rain,TRUE,FALSE,FALSE,night
3,Baton Rouge,East Baton Rouge_LA,LA,63,46,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,North Miami Beach,Miami-Dade_FL,FL,82,71,10,12.7,0,Partly Cloudy,FALSE,FALSE,FALSE,night
2,White Plains,Westchester_NY,NY,37.9,79,10,5.8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,46,63,0.2,6.9,0,Haze,FALSE,FALSE,TRUE,day
3,Waltham,Middlesex_MA,MA,59,96,3,3,0,Rain,FALSE,FALSE,FALSE,twilight
3,Dublin,Franklin_OH,OH,80,69,10,13,0,Fair,FALSE,FALSE,FALSE,day
3,Detroit,Wayne_MI,MI,73.9,79,10,6.9,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Santa Fe Springs,Los Angeles_CA,CA,78.1,52,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Provo,Utah_UT,UT,32,96,1,6,0.04,Light Snow,TRUE,FALSE,FALSE,night
2,Richfield,Sevier_UT,UT,28,64,10,9,0,Partly Cloudy,FALSE,FALSE,FALSE,twilight
3,Arlington,Arlington_VA,VA,66.9,59,10,10.4,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Dallas,Dallas_TX,TX,59,41,10,10.4,0,Mostly Cloudy,FALSE,FALSE,FALSE,twilight
4,Jackson,Hinds_MS,MS,26.1,51,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
3,Baton Rouge,East Baton Rouge_LA,LA,78.1,50,10,9.2,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
4,Columbus,Muscogee_GA,GA,82,79,10,4.6,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Anaheim,Orange_CA,CA,64,93,5,0,0,Overcast,FALSE,FALSE,FALSE,twilight
2,Santa Fe Springs,Los Angeles_CA,CA,75,43,10,11.5,0,Scattered Clouds,TRUE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,55.4,82,10,4.6,0,Clear,FALSE,FALSE,FALSE,night
3,Duncanville,Dallas_TX,TX,62.1,96,0.8,10.4,0,Mist,FALSE,FALSE,FALSE,twilight
3,Cardiff By the Sea,San Diego_CA,CA,73.9,73,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
2,Los Angeles,Los Angeles_CA,CA,80,58,9,3,0,Fair,FALSE,FALSE,FALSE,day
2,Los Angeles,Los Angeles_CA,CA,67,61,10,3,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Phoenix,Maricopa_AZ,AZ,60.1,57,10,3.5,0,Overcast,FALSE,FALSE,FALSE,night
3,Fort Lauderdale,Broward_FL,FL,75,87,10,5,0,Light Rain,FALSE,FALSE,FALSE,twilight
2,Charlotte,Mecklenburg_NC,NC,48.9,86,9,8.1,0.01,Overcast,FALSE,FALSE,TRUE,day
2,Baton Rouge,East Baton Rouge_LA,LA,84,58,10,5,0,Fair,FALSE,FALSE,FALSE,twilight
3,Atlanta,Fulton_GA,GA,61,35,10,9.2,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Baton Rouge,East Baton Rouge_LA,LA,86,65,10,6.9,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Covina,Los Angeles_CA,CA,48,93,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Flint,Genesee_MI,MI,37,73,10,17.3,0,Overcast,FALSE,FALSE,FALSE,day
2,Beltsville,Prince George's_MD,MD,30.2,86,10,0,0,Clear,TRUE,FALSE,FALSE,night
2,Dallas,Dallas_TX,TX,48,43,10,0,0,Fair,FALSE,FALSE,TRUE,day
2,Oakland,Alameda_CA,CA,55.9,87,10,5.8,0,Clear,FALSE,FALSE,FALSE,night
2,Chicago,Cook_IL,IL,77,48,10,10.4,0,Partly Cloudy,TRUE,FALSE,FALSE,day
3,Sacramento,Sacramento_CA,CA,59,63,10,4.6,0,Clear,FALSE,FALSE,FALSE,twilight
3,Durham,Durham_NC,NC,90,48,10,8.1,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,San Diego,San Diego_CA,CA,57,89,0.8,5.8,0,Overcast,FALSE,FALSE,FALSE,night
3,Phoenix,Maricopa_AZ,AZ,72,19,10,8.1,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,San Bernardino,San Bernardino_CA,CA,91,14,10,10,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Macon,Bibb_GA,GA,84,67,10,9.2,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
4,Archer,Levy_FL,FL,72,38,10,17.3,0,Clear,FALSE,FALSE,FALSE,day
2,Long Beach,Los Angeles_CA,CA,65,73,8,5,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Forest Hills,Queens_NY,NY,19.9,48,10,32.2,0,Partly Cloudy,FALSE,FALSE,FALSE,night
2,Hillside,Cook_IL,IL,28,81,6,13.8,0,Light Snow,FALSE,FALSE,FALSE,twilight
3,Escondido,San Diego_CA,CA,71.1,81,10,3.5,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Daytona Beach,Volusia_FL,FL,66,45,10,8.1,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Arcadia,Los Angeles_CA,CA,68,94,4,0,0,Haze,FALSE,FALSE,FALSE,day
2,Staten Island,Richmond_NY,NY,25,88,2.5,10.4,0,Light Snow,FALSE,FALSE,TRUE,twilight
2,San Antonio,Bexar_TX,TX,65.1,100,1.5,4.6,0,Overcast,FALSE,FALSE,TRUE,day
3,Renton,King_WA,WA,62.1,46,10,6.9,0,Overcast,FALSE,FALSE,FALSE,day
3,Los Angeles,Los Angeles_CA,CA,53,59,7,0,0,Fair,FALSE,FALSE,FALSE,twilight
3,Atlanta,Fulton_GA,GA,90,46,10,3.5,0,Clear,TRUE,FALSE,FALSE,day
2,San Carlos,San Mateo_CA,CA,46,57,10,0,0,Fair,FALSE,FALSE,FALSE,night
2,Raleigh,Wake_NC,NC,59,75,10,9.2,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Guildhall,Essex_VT,VT,70,55,10,3,0,Fair,FALSE,FALSE,FALSE,day
2,North Hollywood,Los Angeles_CA,CA,53.1,69,10,0,0,Clear,FALSE,FALSE,FALSE,twilight
2,Bandon,Coos_OR,OR,46.4,93,6,13.8,0.05,Rain,FALSE,FALSE,FALSE,day
2,Henrico,Henrico_VA,VA,37.9,38,10,4.6,0,Clear,FALSE,FALSE,FALSE,twilight
3,Saint Paul,Ramsey_MN,MN,80.6,23,10,8.1,0,Scattered Clouds,TRUE,FALSE,FALSE,day
2,Buxton,Washington_OR,OR,49,97,6,7,0.03,Light Rain,FALSE,FALSE,FALSE,twilight
3,Columbus,Franklin_OH,OH,-0.9,57,8,25.3,0,Overcast,FALSE,FALSE,FALSE,day
3,Newburgh,Orange_NY,NY,66.2,60,10,6.9,0,Clear,FALSE,FALSE,FALSE,twilight
2,Orlando,Orange_FL,FL,76,87,10,6,0.01,Light Rain,FALSE,FALSE,TRUE,day
3,Wayne,Passaic_NJ,NJ,35.1,39,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,75,94,4,18.4,0.04,Rain,FALSE,FALSE,TRUE,day
2,Antioch,Davidson_TN,TN,75,94,5,6.9,0.36,Light Thunderstorms and Rain,FALSE,FALSE,FALSE,twilight
2,Ontario,San Bernardino_CA,CA,57.9,84,8,3.5,0,Scattered Clouds,FALSE,FALSE,FALSE,twilight
2,Houston,Harris_TX,TX,59,36,10,12.7,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
3,Lakewood,Pierce_WA,WA,55.4,100,4,0,0,Light Rain,FALSE,FALSE,FALSE,day
3,King of Prussia,Montgomery_PA,PA,85,63,10,5,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Easton,Northampton_PA,PA,23,48,10,12.7,0,Overcast,TRUE,TRUE,FALSE,twilight
4,Plainville,Hartford_CT,CT,71.1,36,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,68,49,10,8.1,0,Clear,FALSE,FALSE,TRUE,day
2,Grand Rapids,Kent_MI,MI,78.1,46,10,13.8,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Sloughhouse,Sacramento_CA,CA,80.6,32,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Orlando,Orange_FL,FL,81,91,10,3.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Orlando,Orange_FL,FL,85,67,10,3,0.01,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Oklahoma City,Oklahoma_OK,OK,30.9,47,10,9.2,0,Overcast,FALSE,FALSE,FALSE,day
2,Summerland Key,Monroe_FL,FL,75.9,76,10,15,0,Mostly Cloudy,FALSE,FALSE,FALSE,twilight
2,Houston,Harris_TX,TX,77,89,9,6.9,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Baton Rouge,East Baton Rouge_LA,LA,61,25,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Howard Beach,Queens_NY,NY,67,81,10,5,0,Mostly Cloudy,FALSE,FALSE,TRUE,twilight
2,Woodside,Queens_NY,NY,59,46,10,10.4,0,Overcast,FALSE,FALSE,FALSE,day
2,Los Angeles,Los Angeles_CA,CA,67,84,3,0,0,Haze,FALSE,FALSE,FALSE,day
2,Wynnewood,Montgomery_PA,PA,61,44,10,13.8,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,82.4,79,7,0,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Dayton,Montgomery_OH,OH,63,84,5,8.1,0,Haze,FALSE,FALSE,FALSE,day
2,McDonough,Henry_GA,GA,86,43,10,7,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Los Angeles,Los Angeles_CA,CA,66,73,10,0,0,Clear,FALSE,FALSE,FALSE,night
2,Austin,Williamson_TX,TX,87,63,10,3,0,Fair,FALSE,FALSE,TRUE,day
3,Fountain Valley,Orange_CA,CA,66,56,10,8,0,Partly Cloudy,TRUE,FALSE,FALSE,day
3,Miami,Miami-Dade_FL,FL,81,85,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Baton Rouge,East Baton Rouge_LA,LA,95,47,10,3,0,Fair,FALSE,FALSE,FALSE,day
2,Walnut Creek,Contra Costa_CA,CA,60.1,67,10,5.8,0,Clear,FALSE,FALSE,TRUE,day
2,Chester,Delaware_PA,PA,52,53,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Salt Lake City,Salt Lake_UT,UT,39,93,10,8.1,0,Scattered Clouds,FALSE,FALSE,FALSE,twilight
2,Mc Cormick,McCormick_SC,SC,55.9,75,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
3,Pinole,Contra Costa_CA,CA,56,84,9,0,0,Fair,FALSE,FALSE,FALSE,twilight
2,Denver,Denver_CO,CO,75.2,21,60,0,0,Partly Cloudy,TRUE,FALSE,FALSE,day
2,Fort Lauderdale,Broward_FL,FL,75,96,10,5,0,Fair,FALSE,FALSE,FALSE,night
2,Medford,Jackson_OR,OR,87,31,10,13,0,Fair,FALSE,FALSE,FALSE,day
2,Antioch,Davidson_TN,TN,55.9,67,10,4.6,0,Overcast,FALSE,FALSE,FALSE,night
2,Belcher,Caddo_LA,LA,70,81,10,13.8,0,Clear,FALSE,FALSE,FALSE,day
2,Boiling Springs,Spartanburg_SC,SC,59,88,10,0,0,Overcast,FALSE,FALSE,FALSE,day
3,Albuquerque,Bernalillo_NM,NM,71.1,51,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
3,Houston,Harris_TX,TX,89,65,10,18,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,28.9,85,9,0,0,Partly Cloudy,FALSE,FALSE,TRUE,day
3,Daytona Beach,Volusia_FL,FL,79,66,10,9.2,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Dallas,Collin_TX,TX,54,82,10,10,0,Fair,FALSE,FALSE,TRUE,day
2,Hyattsville,Prince George's_MD,MD,46.4,27,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,South El Monte,Los Angeles_CA,CA,73.4,27,10,6.9,0,Clear,FALSE,FALSE,FALSE,night
2,Bronxville,Westchester_NY,NY,85,43,10,5,0,Fair,FALSE,FALSE,FALSE,day
2,Mankato,Blue Earth_MN,MN,24.8,100,2.5,6.9,0,Light Snow,FALSE,FALSE,FALSE,day
3,Caryville,Campbell_TN,TN,55.9,21,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Lincoln,Providence_RI,RI,39.9,31,10,0,0,Scattered Clouds,TRUE,FALSE,FALSE,day
2,Baton Rouge,East Baton Rouge_LA,LA,59,75,10,0,0,Clear,FALSE,FALSE,FALSE,day
3,Victorville,San Bernardino_CA,CA,62.6,39,10,0,0,Clear,FALSE,FALSE,FALSE,night
3,Hayward,Alameda_CA,CA,63,50,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
2,Oakland,Douglas_OR,OR,44.1,89,9,3.5,0.02,Light Rain,FALSE,FALSE,FALSE,twilight
2,Concord,Contra Costa_CA,CA,70,35,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
3,Long Beach,Los Angeles_CA,CA,71,68,10,7,0,Partly Cloudy,TRUE,FALSE,FALSE,day
3,Boulder,Boulder_CO,CO,72,22,10,7,0,Fair,FALSE,FALSE,FALSE,day
3,Orlando,Orange_FL,FL,54,77,10,10.4,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Cincinnati,Hamilton_OH,OH,52,93,10,3.5,0,Overcast,FALSE,FALSE,TRUE,day
2,Bradenton,Manatee_FL,FL,75,96,10,3.5,0,Clear,FALSE,FALSE,TRUE,twilight
2,San Antonio,Bexar_TX,TX,81,74,10,11.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Silverton,Marion_OR,OR,54,38,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
3,Johnson City,Washington_TN,TN,63,100,9,4.6,0.09,Light Rain,TRUE,FALSE,FALSE,day
2,West Jordan,Salt Lake_UT,UT,39,79,10,6,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
3,Houston,Harris_TX,TX,93,45,10,7,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Bellevue,Sarpy_NE,NE,30.7,100,10,11.5,0,Overcast,FALSE,FALSE,FALSE,day
3,Brighton,Weld_CO,CO,34,59,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Los Angeles,Los Angeles_CA,CA,73,18,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
3,Gainesville,Hall_GA,GA,71.1,100,7,4.6,0.02,Light Rain,FALSE,FALSE,FALSE,day
2,Mount Morris,Genesee_MI,MI,23,81,1,12.7,0.01,Light Snow,FALSE,FALSE,FALSE,day
2,Poughkeepsie,Dutchess_NY,NY,59,46,10,11.5,0,Partly Cloudy,FALSE,FALSE,FALSE,day
4,San Leandro,Alameda_CA,CA,50,89,10,8.1,0,Partly Cloudy,FALSE,FALSE,FALSE,night
2,San Jose,Santa Clara_CA,CA,62.6,63,10,4.6,0,Partly Cloudy,TRUE,FALSE,FALSE,day
4,Syracuse,Onondaga_NY,NY,30,69,10,17,0,Mostly Cloudy,TRUE,FALSE,FALSE,day
3,Albany,Albany_NY,NY,60,47,10,3,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,88,53,10,6,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Hendersonville,Henderson_NC,NC,33.1,92,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Laurens,Laurens_SC,SC,44.6,100,2.5,4.6,0.01,Rain,FALSE,FALSE,FALSE,day
2,Gurnee,Lake_IL,IL,42,92,1,8,0.02,Light Rain,FALSE,FALSE,TRUE,day
2,Opa Locka,Miami-Dade_FL,FL,79,64,10,11.5,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Camden,Kershaw_SC,SC,51.8,54,10,8.1,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Chesapeake,Chesapeake_VA,VA,56,42,10,9,0,Fair,FALSE,FALSE,FALSE,day
2,Fort Myers,Lee_FL,FL,70,97,10,6.9,0,Clear,FALSE,FALSE,TRUE,twilight
2,Sylmar,Los Angeles_CA,CA,50,71,10,6,0,Cloudy,FALSE,FALSE,FALSE,day
2,Tulsa,Tulsa_OK,OK,55,55,10,15,0,Partly Cloudy,FALSE,TRUE,FALSE,day
4,Morrow,Warren_OH,OH,55,80,10,13.8,0.01,Light Rain,FALSE,FALSE,FALSE,day
2,Seattle,King_WA,WA,55.9,80,10,8.1,0,Mostly Cloudy,FALSE,FALSE,TRUE,night
2,Panorama City,Los Angeles_CA,CA,79,32,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
3,Atlanta,DeKalb_GA,GA,76,79,10,6,0.17,Light Rain,FALSE,FALSE,FALSE,night
3,Pacoima,Los Angeles_CA,CA,96.8,17,8,8.1,0,Clear,FALSE,FALSE,FALSE,day
3,Elizabeth,Union_NJ,NJ,25.7,39,10,5.8,0,Overcast,FALSE,FALSE,FALSE,day
4,Jewett City,New London_CT,CT,76,54,10,15,0,Fair,FALSE,FALSE,FALSE,day
3,Saint Louis,St. Louis City_MO,MO,55,77,10,23,0.14,Overcast,FALSE,FALSE,TRUE,day
3,San Jose,Santa Clara_CA,CA,73.9,50,8,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,77,79,10,9,0,Cloudy,FALSE,FALSE,TRUE,day
2,Memphis,Shelby_TN,TN,54,86,10,0,0,Scattered Clouds,FALSE,FALSE,FALSE,twilight
2,Orlando,Orange_FL,FL,57.9,90,10,6.9,0,Clear,FALSE,FALSE,TRUE,twilight
3,Los Altos,Santa Clara_CA,CA,50,83,10,3.5,0,Clear,FALSE,FALSE,FALSE,night
3,Norfolk,Norfolk_VA,VA,80.1,60,10,9.2,0,Clear,FALSE,FALSE,FALSE,twilight
2,Golden,Jefferson_CO,CO,48,54,10,0,0,Fair,FALSE,FALSE,TRUE,twilight
3,Sparks,Washoe_NV,NV,49,54,10,8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Pinole,Contra Costa_CA,CA,51.1,96,2.5,0,0.01,Light Rain,FALSE,FALSE,FALSE,day
2,Milwaukee,Milwaukee_WI,WI,44.6,87,5,12.7,0.09,Rain,TRUE,FALSE,FALSE,day
3,Quincy,Gadsden_FL,FL,89.6,59,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Rowland Heights,Los Angeles_CA,CA,51.1,89,10,3.5,0,Clear,FALSE,FALSE,TRUE,day
3,San Jose,Santa Clara_CA,CA,55.4,67,10,3.5,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Milwaukee,Milwaukee_WI,WI,60,83,10,3,0,Fair,FALSE,FALSE,FALSE,twilight
2,Greer,Spartanburg_SC,SC,51.1,80,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,75.2,38,10,3.5,0,Clear,FALSE,FALSE,TRUE,twilight
3,Fort Lee,Bergen_NJ,NJ,57,39,10,18,0,Cloudy,FALSE,FALSE,FALSE,day
4,Denver,Denver_CO,CO,62.6,52,10,0,0,Light Rain,FALSE,FALSE,FALSE,night
3,Tampa,Hillsborough_FL,FL,66.2,68,2.5,18.4,0,Heavy Rain,FALSE,FALSE,TRUE,night
2,Wheaton,DuPage_IL,IL,28.9,72,10,15,0,Clear,FALSE,FALSE,TRUE,night
3,Saint Matthews,Calhoun_SC,SC,84.9,38,10,11.5,0,Clear,FALSE,FALSE,FALSE,day
2,Plymouth Meeting,Montgomery_PA,PA,35.6,81,10,4.6,0,Clear,FALSE,FALSE,TRUE,day
2,Old Hickory,Davidson_TN,TN,65,87,10,12,0.03,Light Rain,FALSE,FALSE,FALSE,day
3,Los Angeles,Los Angeles_CA,CA,60.1,80,10,3.5,0,Overcast,FALSE,FALSE,TRUE,night
3,Wilmington,Middlesex_MA,MA,26.1,75,2.5,3.5,0,Light Snow,TRUE,FALSE,FALSE,day
2,Manvel,Brazoria_TX,TX,81.3,81,10,8.1,0,Overcast,FALSE,FALSE,FALSE,day
2,Nashville,Davidson_TN,TN,76,64,10,3,0,Fair,FALSE,FALSE,FALSE,day
4,Lenexa,Johnson_KS,KS,68,76,10,6,0,Fair,FALSE,FALSE,FALSE,day
4,Angola,Steuben_IN,IN,64.4,73,4,12.7,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Grapevine,Tarrant_TX,TX,79,77,10,12.7,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Montebello,Los Angeles_CA,CA,76,38,10,6,0,Fair,FALSE,FALSE,FALSE,day
2,Brooksville,Hernando_FL,FL,75,96,10,0,0,Clear,FALSE,FALSE,FALSE,twilight
2,Beverly,Essex_MA,MA,35.1,54,10,16.1,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Harrisburg,Dauphin_PA,PA,72,59,10,9.2,0,Overcast,FALSE,FALSE,FALSE,day
2,Dallas,Dallas_TX,TX,77,64,10,5.8,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Houston,Harris_TX,TX,59,100,5,0,0,Overcast,FALSE,FALSE,FALSE,day
3,Denver,Denver_CO,CO,61,77,10,5,0,Thunder in the Vicinity,FALSE,FALSE,FALSE,night
